_rid,KEYWORD,平台分类,平台名称,标题,EXPOSURE,ENGAGEMENT,浏览,视频浏览,转发,评论,点赞,收藏,KOL名字,KOL粉丝,发布时间,URL,内容,品牌,KOL ID,PLATFORM ID,KOL TIER,KOL EM,CONTENT ID,是否转发
1,眼+霜+香奈儿一号,眼+霜+红山茶,红山茶花眼+霜,一号,香奈儿,chanel,山茶花,香奈儿一号,E-comm,淘宝,商品气味：一点味道没有 使用效果：搓泥,0,0,0,0,0,0,0,0,t**8,0,2023-01-01 08:00:00,https://detail.tmall.com/item.htm?id=665685851597,商品气味：一点味道没有 使用效果：搓泥,NULL,4207517744,9,NULL,NULL,1196642168957,原创
...
